Acc_x (mg),Acc_y (mg),Acc_z (mg),Gyro_x(rad/s),Gyro_y(rad/s),Gyro_z(rad/s),dt(s),Roll(degree),Pitch(degree),Yaw(degree)
89.799902,960.749434,239.503118,-0.316902,-0.358896,0.144379,0.00245,77.399397,-5.363146,106.156229
91.630063,962.136662,235.191579,-0.31736,-0.322683,0.155853,0.00245,77.347262,-5.394783,106.123083
95.656418,965.164321,238.846775,-0.316444,-0.299451,0.163812,0.00245,77.294329,-5.427822,106.093469
102.183992,965.323393,236.56563,-0.31507,-0.288349,0.170652,0.002425,77.242934,-5.463053,106.065821
115.178136,961.631392,232.002683,-0.31568,-0.272843,0.172092,0.00245,77.192237,-5.502483,106.039952
133.052709,942.972218,223.929218,-0.324844,-0.243592,0.17111,0.00245,77.141332,-5.547257,106.017967
154.831625,932.359225,227.768718,-0.33416,-0.191746,0.167426,0.00245,77.086703,-5.597233,106.003194
168.496828,926.426092,245.050074,-0.340269,-0.133424,0.158203,0.00245,77.024756,-5.648408,105.996741
185.029283,924.267037,264.40719,-0.340727,-0.091174,0.136582,0.00245,76.95626,-5.700234,105.996038
193.204002,924.834907,282.022785,-0.32744,-0.031391,0.115779,0.002425,76.88429,-5.74919,106.003384
202.171791,913.748273,287.881665,-0.316902,0.009749,0.084172,0.00245,76.810321,-5.79592,106.015712
202.720839,901.014715,291.411774,-0.30331,0.065923,0.054679,0.00245,76.73558,-5.837533,106.03504
196.681308,902.169643,294.502402,-0.290939,0.130993,0.028057,0.00245,76.661257,-5.871093,106.062514
185.151293,899.452321,299.943171,-0.280554,0.176307,0.000724,0.002475,76.585699,-5.895535,106.09581
162.884334,899.623159,299.481953,-0.27078,0.189887,-0.02574,0.00245,76.512354,-5.90851,106.129748
144.155686,906.20539,291.188034,-0.267114,0.178039,-0.048127,0.002425,76.44388,-5.912436,106.160646
128.965349,920.733739,276.799921,-0.2691,0.156953,-0.063897,0.00245,76.381385,-5.909246,106.187754
115.544168,933.987812,268.379023,-0.274445,0.133935,-0.077453,0.00245,76.322749,-5.900129,106.210802
108.40654,945.908872,261.901263,-0.278263,0.110248,-0.086146,0.00245,76.267373,-5.887956,106.229943
96.510493,959.948527,267.763333,-0.27307,0.110384,-0.079369,0.002425,76.21284,-5.872567,106.249158
87.72572,964.543856,270.34502,-0.272918,0.085747,-0.08201,0.00245,76.158127,-5.854623,106.265091
71.986335,971.684354,275.967448,-0.267572,0.053882,-0.079914,0.00245,76.103784,-5.832916,106.276796
54.599805,974.523574,279.89175,-0.259631,0.008009,-0.075615,0.00245,76.050513,-5.80788,106.282416
38.128355,982.738991,284.137113,-0.239777,-0.025761,-0.059377,0.002425,76.00053,-5.781072,106.283979
23.670083,990.085627,294.758105,-0.209995,-0.036167,-0.033739,0.00245,75.952094,-5.753578,106.285217
14.275256,1005.074072,298.712239,-0.18556,-0.073548,-0.016152,0.00245,75.907937,-5.726901,106.281895
16.654466,1018.541722,300.868473,-0.162651,-0.132567,-0.003955,0.00245,75.868524,-5.704698,106.270835
21.900927,1025.779638,300.999587,-0.136688,-0.166863,0.011845,0.00245,75.833946,-5.687475,106.25555
32.942899,1022.676586,304.344734,-0.113168,-0.183607,0.027056,0.002425,75.801978,-5.676213,106.238794
45.815032,1007.785848,310.125962,-0.089496,-0.184026,0.041546,0.00245,75.770274,-5.67115,106.22258
54.904832,988.120944,317.293857,-0.063839,-0.181465,0.05203,0.002475,75.738225,-5.670644,106.207282
61.920449,968.562307,321.604274,-0.03757,-0.180806,0.056577,0.002425,75.707033,-5.672951,106.192884
69.241093,952.802596,323.610012,-0.010996,-0.176833,0.059704,0.002475,75.677348,-5.678459,106.179012
71.437286,942.132375,325.556261,0.018632,-0.172512,0.061345,0.002425,75.650258,-5.684634,106.166274
82.479258,947.061942,321.636945,0.045817,-0.1756,0.060464,0.00245,75.628886,-5.694357,106.152751
91.752074,940.276395,319.042834,0.068573,-0.191058,0.052133,0.00245,75.61116,-5.706607,106.136813
101.146901,952.751106,315.013387,0.093925,-0.211808,0.041618,0.00245,75.599914,-5.720743,106.11742
117.191313,965.720635,304.332616,0.117292,-0.213756,0.032534,0.00245,75.596586,-5.738356,106.096993
131.100537,969.064835,296.219138,0.138979,-0.202063,0.021472,0.002425,75.598803,-5.758158,106.077715
137.445095,968.535279,288.324975,0.165553,-0.184357,0.006173,0.00245,75.607059,-5.777357,106.059877
143.362616,967.037824,280.015811,0.190905,-0.163005,-0.010624,0.00245,75.62098,-5.795435,106.044134
143.301611,965.058536,267.082047,0.212134,-0.140125,-0.031925,0.00245,75.641341,-5.809948,106.0304
142.752562,965.685125,249.182661,0.227406,-0.117219,-0.051337,0.00245,75.669053,-5.820958,106.018567
134.699854,962.891176,235.180566,0.234431,-0.097337,-0.069891,0.002425,75.701235,-5.826482,106.008502
120.119571,959.059675,221.060438,0.234584,-0.08191,-0.081489,0.00245,75.737555,-5.825452,105.999639
98.828697,956.790008,207.494617,0.226795,-0.085927,-0.085098,0.00245,75.776833,-5.817395,105.989703
80.832113,960.121689,196.495799,0.208621,-0.112702,-0.081965,0.00245,75.817488,-5.804857,105.97586
68.75305,955.577658,192.35962,0.18556,-0.161881,-0.078284,0.002475,75.856643,-5.790707,105.955146
66.861884,946.666463,192.149346,0.158069,-0.235408,-0.077803,0.002425,75.891785,-5.778832,105.924956
77.04978,936.612203,195.74393,0.127983,-0.321856,-0.084432,0.00245,75.922069,-5.772633,105.882623
90.22694,934.465379,202.75971,0.098201,-0.404461,-0.096748,0.00245,75.946725,-5.771981,105.828827
100.963885,944.142198,208.789044,0.07178,-0.479145,-0.112069,0.00245,75.967347,-5.774958,105.764425
106.149341,958.061559,212.492427,0.045206,-0.551654,-0.130644,0.00245,75.985001,-5.779025,105.689491
102.061981,977.430345,211.39585,0.020923,-0.623623,-0.152858,0.002425,76.001858,-5.780526,105.604648
99.621767,988.026296,198.278534,-0.013134,-0.68165,-0.171645,0.00245,76.019599,-5.780425,105.509878
89.982918,987.889908,198.058562,-0.040777,-0.691568,-0.1735,0.00245,76.033597,-5.777343,105.413687
70.156174,990.736855,222.788108,-0.052232,-0.665524,-0.158136,0.002425,76.038052,-5.76897,105.323272
48.07223,998.749533,246.598793,-0.047955,-0.649067,-0.134668,0.00245,76.036017,-5.756123,105.235664
33.369937,997.75839,257.770614,-0.037723,-0.649729,-0.10643,0.00245,76.03185,-5.742602,105.149275
29.343582,985.508076,262.98059,-0.024283,-0.654132,-0.075618,0.002475,76.026962,-5.732458,105.062711
30.014641,978.037956,275.3272,-0.001375,-0.644312,-0.039902,0.002425,76.020591,-5.726833,104.980881
33.735969,980.40222,289.291174,0.031156,-0.625614,0.000093,0.002475,76.014479,-5.727555,104.90171
39.287457,986.61953,293.506512,0.071017,-0.600591,0.041885,0.0024,76.012437,-5.733981,104.829805
47.096144,992.671082,295.48984,0.109656,-0.567758,0.085822,0.002475,76.015606,-5.748426,104.761669
60.090288,995.430196,289.87089,0.147837,-0.53448,0.127197,0.00245,76.02526,-5.770933,104.700012
74.670571,996.414093,283.271619,0.182047,-0.495042,0.161703,0.00245,76.04107,-5.801155,104.644725
86.688629,995.423415,280.282176,0.212592,-0.459922,0.187196,0.002425,76.061026,-5.836782,104.595551
94.43631,982.411709,270.838892,0.236417,-0.442793,0.208469,0.00245,76.085987,-5.877734,104.548748
104.014153,970.147929,261.946998,0.257034,-0.429376,0.224166,0.00245,76.115186,-5.923553,104.504137
111.70083,960.320791,255.757085,0.277194,-0.413462,0.233232,0.00245,76.147925,-5.972606,104.461895
112.61591,955.423974,246.713269,0.294604,-0.421519,0.22946,0.00245,76.18551,-6.02166,104.41816
113.775012,953.334651,231.309919,0.30499,-0.458356,0.21329,0.00245,76.229663,-6.070029,104.368325
111.578819,959.207638,212.94922,0.31003,-0.510973,0.189497,0.002425,76.280981,-6.115405,104.310385
108.467545,970.631989,190.689723,0.306517,-0.555125,0.167063,0.00245,76.340606,-6.158125,104.244187
104.807223,973.243508,173.94517,0.294452,-0.591455,0.150071,0.00245,76.404362,-6.198303,104.171821
101.878965,970.726008,160.634525,0.274598,-0.618933,0.135468,0.00245,76.46964,-6.236342,104.094725
98.767692,966.737791,157.067337,0.252911,-0.637464,0.122181,0.002425,76.53245,-6.271645,104.015307
94.863348,966.365335,158.922468,0.237486,-0.632209,0.121844,0.00245,76.59252,-6.305568,103.935851
91.874085,969.996533,166.416217,0.223893,-0.605353,0.134418,0.00245,76.647744,-6.338927,103.860719
93.216203,973.351282,173.218517,0.207705,-0.580773,0.143321,0.002475,76.698371,-6.373131,103.788749
101.695949,968.403263,170.80475,0.183574,-0.569482,0.145342,0.0024,76.744781,-6.408709,103.720411
112.493899,957.486058,179.147146,0.1654,-0.560144,0.142983,0.002475,76.785799,-6.448409,103.651578
119.143485,967.387466,196.508126,0.165095,-0.546046,0.144407,0.00245,76.821149,-6.48882,103.585952
130.978526,975.78031,199.729869,0.166164,-0.531807,0.147903,0.00245,76.855775,-6.5324,103.522439
147.205954,972.327293,192.277911,0.162804,-0.510671,0.146743,0.00245,76.891575,-6.580233,103.461542
161.786237,962.98481,184.823133,0.156389,-0.475983,0.142643,0.00245,76.927566,-6.631276,103.405069
172.523182,961.779241,179.27685,0.145851,-0.427601,0.137677,0.002425,76.962649,-6.683007,103.355382
177.220595,957.640802,180.624643,0.128288,-0.371995,0.132679,0.00245,76.993788,-6.734038,103.312762
178.013665,948.269142,181.308943,0.10202,-0.328839,0.119898,0.00245,77.01968,-6.78245,103.27576
175.390434,945.370818,192.597387,0.074682,-0.312897,0.095401,0.002425,77.037546,-6.825681,103.240971
168.801855,956.069943,206.82444,0.048261,-0.332528,0.060051,0.00245,77.048369,-6.861827,103.202459
167.215715,970.189511,212.078643,0.029934,-0.366683,0.027098,0.00245,77.056593,-6.893043,103.158277
160.932162,980.197651,212.420881,0.023825,-0.379874,0.009101,0.00245,77.064806,-6.919569,103.111636
151.415325,982.465619,213.70476,0.021992,-0.36578,0.005191,0.002425,77.072241,-6.941744,103.067294
141.349439,979.286229,212.833719,0.028712,-0.34833,0.010382,0.00245,77.08038,-6.961083,103.025062
135.675939,977.668016,216.527131,0.036806,-0.335776,0.017719,0.00245,77.08812,-6.979164,102.984947
140.068326,971.803493,217.219431,0.049483,-0.331071,0.017724,0.002475,77.096965,-6.998759,102.945159
151.47633,963.281602,214.280725,0.06445,-0.327055,0.008626,0.00245,77.108084,-7.020767,102.906001
163.433382,964.561713,206.685694,0.076362,-0.316489,-0.000974,0.00245,77.123162,-7.044821,102.867695
176.305515,975.162938,201.026267,0.087511,-0.281111,-0.00601,0.00245,77.141626,-7.070504,102.83381
176.671547,997.015144,194.684704,0.10202,-0.218739,-0.001734,0.002425,77.164165,-7.093629,102.808503
173.560273,999.902455,182.641746,0.114848,-0.150367,0.015086,0.00245,77.191171,-7.115895,102.792433
168.618838,999.214387,167.943023,0.124012,-0.075979,0.033005,0.00245,77.222502,-7.136845,102.786635
164.409468,1002.018211,161.331985,0.134397,0.010749,0.05115,0.00245,77.25577,-7.156103,102.793106
158.06491,1006.578144,153.378332,0.147837,0.095606,0.070583,0.002425,77.291775,-7.173123,102.81135
152.330405,1006.294161,142.032756,0.16204,0.180056,0.095096,0.00245,77.331684,-7.189239,102.841802
144.277696,1010.086306,130.139364,0.174258,0.272755,0.123898,0.00245,77.375262,-7.203829,102.885472
132.564666,1022.4186,117.366642,0.182811,0.361223,0.154688,0.00245,77.422624,-7.215866,102.941762
120.851635,1027.600987,105.423363,0.183116,0.439348,0.187443,0.002475,77.47232,-7.226414,103.010113
102.733041,1025.817577,97.79906,0.181283,0.503589,0.225884,0.0024,77.522262,-7.234317,103.085814
85.834553,1021.035219,92.541746,0.173647,0.562377,0.268851,0.002475,77.571524,-7.241801,103.173386
78.940947,1012.986313,91.593806,0.157,0.616913,0.309878,0.002425,77.617033,-7.250854,103.267778
75.34163,1004.765253,99.127376,0.137146,0.661922,0.345377,0.00245,77.656006,-7.262683,103.370831
79.306979,996.975482,113.905451,0.11271,0.692428,0.374494,0.002425,77.685727,-7.278603,103.478462
88.6408,987.029189,126.924499,0.088274,0.712014,0.396657,0.002475,77.706723,-7.300746,103.592388
99.377745,978.815664,145.112195,0.061395,0.721836,0.409628,0.00245,77.717413,-7.327495,103.707668
108.162518,974.185517,162.44852,0.036196,0.718654,0.41249,0.00245,77.718689,-7.357441,103.823336
116.032211,964.504659,175.404504,0.005804,0.692303,0.409133,0.002425,77.711593,-7.389952,103.934702
121.278673,950.740234,183.329734,-0.029628,0.628454,0.392431,0.00245,77.697124,-7.424422,104.038336
123.230844,942.733969,188.344585,-0.072697,0.526651,0.364318,0.00245,77.676432,-7.458785,104.127322
132.686676,935.516765,197.742791,-0.116681,0.4071,0.328277,0.00245,77.648369,-7.494903,104.199147
139.214251,928.373734,213.236506,-0.158986,0.288556,0.295297,0.00245,77.611177,-7.532151,104.25431
151.354319,921.798285,231.119139,-0.195181,0.164109,0.261402,0.00245,77.565131,-7.572395,104.292067
170.998048,921.124726,246.814375,-0.22481,0.053664,0.230007,0.002425,77.512586,-7.617396,104.314064
194.424109,929.150484,264.424696,-0.239318,-0.019465,0.199364,0.00245,77.454493,-7.667308,104.325867
217.789165,929.766831,286.375265,-0.241609,-0.044522,0.170427,0.00245,77.39023,-7.720763,104.334222
237.859932,925.325974,309.583455,-0.23382,-0.050535,0.139212,0.00245,77.320147,-7.776019,104.341796
249.389946,926.894782,329.877594,-0.217173,-0.059013,0.096437,0.00245,77.247169,-7.828443,104.347678
257.320644,930.003958,340.131308,-0.189072,-0.06788,0.047297,0.002425,77.176512,-7.876032,104.351182
251.098097,932.302143,349.568196,-0.158375,-0.084758,-0.002467,0.002475,77.107864,-7.914974,104.351056
245.180576,931.518918,343.557024,-0.129357,-0.120723,-0.060473,0.00245,77.046495,-7.945268,104.343935
229.990239,939.744306,332.264814,-0.100645,-0.146924,-0.111954,0.00245,76.994334,-7.964201,104.330956
214.982918,925.331906,313.031198,-0.073002,-0.155338,-0.150321,0.00245,76.950903,-7.97475,104.314962
184.053197,947.494913,301.624336,-0.04429,-0.150278,-0.179253,0.002425,76.917385,-7.970475,104.298143
151.537335,976.782035,282.551939,-0.027185,-0.159706,-0.193229,0.00245,76.894988,-7.953093,104.278163
124.877989,984.499797,259.799036,-0.006109,-0.164282,-0.18442,0.00245,76.883221,-7.928802,104.25677
109.016593,986.543639,235.590004,0.011454,-0.151272,-0.163642,0.00245,76.88121,-7.902244,104.236783
94.192289,979.708108,226.530093,0.021076,-0.130277,-0.141462,0.002425,76.88236,-7.873943,104.220259
78.696925,969.337964,237.883205,0.030239,-0.127769,-0.119383,0.00245,76.880301,-7.843859,104.205218
54.66081,1027.841099,316.521724,0.049788,-0.192904,-0.097169,0.00245,76.86328,-7.810155,104.184464
75.768668,1081.56983,499.937405,0.109809,-0.830727,-0.149353,0.00245,76.823448,-7.794507,104.079909
215.165935,929.909939,370.186507,0.006262,-2.001052,-0.380398,0.00245,76.810647,-7.832187,103.803921
301.793558,865.483255,272.989534,0.024741,-2.319752,-0.476953,0.002425,76.830444,-7.901286,103.480962
276.598341,933.478469,205.097331,0.106601,-1.923677,-0.454802,0.00245,76.882441,-7.947619,103.206189
201.317716,935.716779,189.142495,0.108739,-1.333803,-0.390804,0.00245,76.928576,-7.959828,103.014157
114.20205,943.317645,188.79479,0.136535,-0.843219,-0.327505,0.002475,76.969827,-7.936014,102.890588
40.507565,955.211791,193.652347,0.122485,-0.587693,-0.292671,0.0024,77.002295,-7.884957,102.806529
2.745242,954.874073,210.052963,0.08186,-0.52398,-0.272708,0.002475,77.022867,-7.821806,102.730189
-7.686676,968.512097,225.909243,0.050093,-0.549103,-0.257894,0.00245,77.034936,-7.758606,102.652207
-2.989263,969.332129,239.51102,0.021381,-0.564834,-0.244328,0.00245,77.03883,-7.699607,102.573075
6.832601,968.359999,247.930219,0.016341,-0.510232,-0.221638,0.00245,77.03809,-7.64547,102.502573
18.545632,976.181687,253.587097,0.02184,-0.393442,-0.194559,0.00245,77.034677,-7.595376,102.449201
27.086384,981.872646,264.32104,0.035432,-0.243549,-0.163481,0.002425,77.02739,-7.547893,102.418207
31.295754,981.698329,274.68187,0.05605,-0.10324,-0.13167,0.00245,77.017194,-7.501788,102.407655
39.592484,968.97447,286.986785,0.070558,-0.008048,-0.102127,0.00245,77.00236,-7.459721,102.41179
53.440703,964.881126,307.644724,0.088122,0.039643,-0.083411,0.00245,76.982462,-7.423339,102.423938
65.397755,976.742521,325.465415,0.115612,0.044093,-0.072955,0.002425,76.962121,-7.392027,102.43744
77.903856,996.806813,344.646129,0.145699,0.009891,-0.073604,0.002475,76.943366,-7.365019,102.446785
85.468521,1014.477859,368.153065,0.182811,-0.05808,-0.080762,0.002425,76.925854,-7.341273,102.447126
83.63836,1020.648487,385.39093,0.220381,-0.168945,-0.100334,0.00245,76.911745,-7.31766,102.432017
45.57101,1026.747859,395.719378,0.258714,-0.356421,-0.140384,0.002425,76.903782,-7.283451,102.390537
21.656906,1051.017309,374.530183,0.311557,-0.658538,-0.197284,0.002475,76.917804,-7.243942,102.303112
73.938507,1043.316651,332.558348,0.344392,-0.952517,-0.221999,0.00245,76.951965,-7.225909,102.173925
148.97511,1017.58389,289.991456,0.369439,-1.11959,-0.234675,0.00245,77.002449,-7.23461,102.020056
211.383602,984.586009,243.40209,0.417395,-1.100488,-0.230508,0.00245,77.070373,-7.264088,101.86756
233.040508,939.827147,138.223315,0.491771,-1.044368,-0.225659,0.00245,77.177755,-7.303531,101.719151
283.308931,1054.378607,69.533185,0.467793,-1.142387,-0.271239,0.002425,77.307374,-7.346674,101.554272
329.978038,1016.887161,50.651234,0.35493,-1.085929,-0.306626,0.00245,77.42499,-7.399389,101.393925
336.200586,983.682501,42.612508,0.358596,-0.846831,-0.316117,0.00245,77.540199,-7.448044,101.26613
324.670571,975.544175,43.648745,0.338284,-0.631718,-0.321665,0.00245,77.647919,-7.486342,101.168004
316.800878,946.044423,63.36054,0.281623,-0.542125,-0.345829,0.002425,77.738371,-7.518857,101.08332
309.114202,924.057432,76.688515,0.237638,-0.574577,-0.39407,0.00245,77.818552,-7.544783,100.992608
297.706198,903.316102,83.102649,0.180367,-0.702301,-0.462146,0.00245,77.890188,-7.56334,100.882626
291.178624,903.286926,91.241728,0.115001,-0.893859,-0.535626,0.00245,77.95338,-7.575003,100.744382
300.817472,929.174975,86.661355,0.045054,-1.087676,-0.614184,0.002425,78.012419,-7.582419,100.57841
312.469497,944.776175,77.851057,-0.027948,-1.17967,-0.683449,0.00245,78.066387,-7.584508,100.395651
311.005368,947.849858,72.493871,-0.082318,-1.128023,-0.733769,0.00245,78.113559,-7.577397,100.218422
284.346022,945.99266,79.076295,-0.127066,-0.978449,-0.770219,0.00245,78.149683,-7.552772,100.061205
244.99756,938.59455,99.397734,-0.166164,-0.816062,-0.804448,0.002475,78.170549,-7.505944,99.925124
195.400195,934.438991,125.931209,-0.208468,-0.711718,-0.843349,0.002425,78.175148,-7.436798,99.806109
151.964373,930.831054,146.389694,-0.2523,-0.684885,-0.888195,0.00245,78.166085,-7.345851,99.689244
115.056125,937.050817,163.952388,-0.296437,-0.688394,-0.928078,0.00245,78.145488,-7.237372,99.571441
80.588092,935.190044,175.358865,-0.335687,-0.663852,-0.947107,0.00245,78.115081,-7.114721,99.45695
45.937042,926.510027,185.917834,-0.364094,-0.586139,-0.940017,0.00245,78.075227,-6.980019,99.353876
8.784773,919.040003,203.340004,-0.385017,-0.469541,-0.913454,0.00245,78.024044,-6.833813,99.268394
-28.550512,919.833777,224.266952,-0.392195,-0.334111,-0.868198,0.002425,77.963178,-6.679193,99.204331
-64.421669,934.273381,247.391927,-0.390362,-0.20776,-0.812993,0.00245,77.893648,-6.516587,99.159252
-98.096633,958.774684,272.500886,-0.378144,-0.100739,-0.749616,0.00245,77.818405,-6.350344,99.131284
-125.610054,974.892648,293.011791,-0.355541,-0.022612,-0.676074,0.00245,77.740416,-6.184886,99.116598
-147.144949,986.392504,308.366567,-0.320568,0.029484,-0.599225,0.002425,77.663677,-6.024156,99.111631
-162.091264,997.260961,320.001577,-0.277041,0.064622,-0.511608,0.00245,77.589779,-5.87051,99.114098
-173.499268,1005.06439,329.47649,-0.231224,0.091909,-0.421283,0.00245,77.520055,-5.726312,99.123065
-176.915569,1006.137899,331.044158,-0.178687,0.113742,-0.326433,0.00245,77.457163,-5.594243,99.137787
-174.841386,1003.1734,332.729957,-0.127066,0.137967,-0.225061,0.00245,77.400477,-5.476478,99.158879
-167.642753,999.390472,328.020362,-0.074529,0.171532,-0.123381,0.002425,77.351923,-5.374289,99.187242
-158.06491,1005.486637,323.936042,-0.02245,0.218355,-0.022043,0.00245,77.311635,-5.287865,99.225186
-146.839922,989.627905,324.22671,0.022756,0.267319,0.078857,0.002475,77.275374,-5.216891,99.273531
-145.68082,965.726855,323.007035,0.07178,0.265296,0.161052,0.00245,77.244087,-5.156861,99.323818
-130.124451,981.094809,310.382373,0.113168,0.201266,0.236076,0.00245,77.224622,-5.114563,99.367132
-94.741337,984.896556,302.188229,0.124775,0.121947,0.30673,0.002425,77.210352,-5.095098,99.401155
-58.016105,975.262186,291.970568,0.148906,0.073969,0.364813,0.00245,77.202249,-5.096684,99.430529
-25.500244,970.900568,279.041982,0.176396,0.055463,0.411612,0.00245,77.20168,-5.115366,99.458509
7.564666,969.114241,272.231587,0.193196,0.051567,0.454307,0.00245,77.205331,-5.150383,99.487122
42.703758,975.170779,266.446127,0.212592,0.05558,0.490701,0.00245,77.213822,-5.201169,99.517222
74.121523,981.210469,261.533968,0.235042,0.060241,0.515638,0.002425,77.227016,-5.264048,99.548256
103.160078,977.203144,255.643845,0.253674,0.057563,0.52505,0.00245,77.244481,-5.337928,99.579392
130.307467,969.565471,248.400943,0.269558,0.04909,0.525729,0.00245,77.265787,-5.420639,99.609233
156.417765,961.520796,238.618803,0.281623,0.033736,0.516951,0.00245,77.291281,-5.510874,99.636458
180.209858,949.970396,225.883931,0.288954,0.030364,0.509258,0.002425,77.320486,-5.607269,99.662408
201.378721,941.523897,215.944883,0.294452,0.042033,0.501642,0.00245,77.353003,-5.709838,99.689732
223.462665,940.154735,206.287269,0.294299,0.066383,0.494804,0.00245,77.38795,-5.817422,99.719882
241.032211,943.301743,200.884621,0.295368,0.104203,0.479359,0.002475,77.424594,-5.927196,99.754905
256.344558,952.703428,198.202213,0.295368,0.148649,0.461077,0.00245,77.461532,-6.035963,99.79496
265.129331,957.721003,195.243453,0.292161,0.189187,0.431368,0.002425,77.498184,-6.140665,99.839082
273.792094,959.410377,193.383898,0.290481,0.224778,0.392655,0.00245,77.53493,-6.241545,99.887301
272.266959,956.252163,187.880914,0.288801,0.265079,0.349243,0.00245,77.57223,-6.334656,99.939578
259.821864,948.608752,187.341387,0.284525,0.296751,0.308513,0.00245,77.608016,-6.417589,99.995014
249.877989,950.479223,184.709716,0.277041,0.288422,0.265774,0.00245,77.643726,-6.491325,100.047897
245.180576,952.959725,180.278638,0.26574,0.261315,0.220826,0.00245,77.679742,-6.557778,100.095506
241.581259,958.777935,173.372042,0.253674,0.249577,0.180582,0.002425,77.716432,-6.617109,100.139526
230.966325,956.008369,169.150773,0.2355,0.264313,0.144507,0.00245,77.751702,-6.667926,100.18483
213.579795,950.785408,168.176382,0.218701,0.28534,0.113045,0.00245,77.78422,-6.70848,100.232099
194.729136,950.400529,172.221732,0.203581,0.305137,0.086158,0.002425,77.812721,-6.738515,100.280944
177.647633,950.018567,175.453173,0.185712,0.312597,0.061711,0.0025,77.837968,-6.759406,100.331783
157.881894,950.284098,180.465667,0.171356,0.309856,0.043969,0.0024,77.85899,-6.771455,100.379856
142.752562,955.279841,186.148996,0.155626,0.299956,0.030666,0.002475,77.876778,-6.776661,100.427869
130.246462,960.652463,191.294111,0.144019,0.29258,0.025328,0.002425,77.891457,-6.777101,100.473899
120.302587,967.331744,196.7457,0.14127,0.295405,0.025991,0.00245,77.904416,-6.774009,100.520983
108.284529,973.01169,206.725129,0.147073,0.294394,0.030303,0.002425,77.915223,-6.767477,100.567909
99.926794,984.351528,213.144521,0.161124,0.270832,0.037797,0.002475,77.927274,-6.759589,100.612895
99.804783,1002.185027,219.395141,0.18052,0.22722,0.049843,0.00245,77.941773,-6.754077,100.65185
99.804783,1018.857764,224.182949,0.211064,0.172129,0.064687,0.002425,77.960737,-6.751675,100.683357
97.059541,1022.576024,221.420725,0.243595,0.092007,0.087935,0.00245,77.986642,-6.75393,100.704682
99.499756,1017.773146,216.785208,0.275056,-0.041104,0.107697,0.00245,78.019965,-6.763649,100.708071
120.363592,1013.188542,199.731359,0.295674,-0.216082,0.119364,0.00245,78.063667,-6.786616,100.687042
154.099561,1003.115349,171.615067,0.30835,-0.36106,0.125518,0.00245,78.119278,-6.825473,100.645193
186.615422,990.725808,142.95548,0.320262,-0.420978,0.129504,0.002425,78.185023,-6.877001,100.594675
210.529527,981.2474,121.119466,0.323775,-0.404756,0.129231,0.00245,78.257543,-6.936249,100.545112
230.295266,972.412911,105.888558,0.319498,-0.349912,0.122799,0.00245,78.332646,-6.999612,100.502397
237.127867,972.43032,95.929552,0.308197,-0.29077,0.098709,0.00245,78.408045,-7.059854,100.466777
241.825281,971.583277,88.587532,0.288648,-0.241892,0.06421,0.00245,78.481926,-7.115243,100.436652
242.61835,969.658397,83.436485,0.26238,-0.20934,0.020393,0.002425,78.552595,-7.163744,100.409829
245.729624,967.259026,74.163847,0.235042,-0.188387,-0.028813,0.00245,78.622144,-7.205999,100.383945
244.753538,968.27003,66.380376,0.203428,-0.156825,-0.077098,0.00245,78.689083,-7.240223,100.36079
240.178136,965.168293,61.705231,0.16372,-0.110955,-0.122185,0.002475,78.751164,-7.265543,100.342459
227.916057,955.023764,61.143021,0.116528,-0.06225,-0.165979,0.00245,78.805473,-7.280418,100.329843
217.850171,947.524837,62.391888,0.068878,-0.004386,-0.204017,0.002425,78.851396,-7.286016,100.324327
203.391898,946.371512,66.507644,0.025047,0.068658,-0.232533,0.00245,78.888534,-7.280793,100.32838
185.944363,950.955924,73.410375,-0.018327,0.154967,-0.250722,0.00245,78.915911,-7.264751,100.34423
166.544656,958.829103,87.663879,-0.057271,0.244987,-0.263335,0.00245,78.931803,-7.237755,100.372832
144.88775,965.709536,105.882819,-0.093162,0.319415,-0.275683,0.002425,78.935942,-7.200152,100.411738
119.753538,965.992205,125.248688,-0.127219,0.365283,-0.287985,0.00245,78.928105,-7.151064,100.45791
102.183992,967.739851,141.574473,-0.154557,0.380107,-0.297685,0.00245,78.911111,-7.094631,100.506516
87.908736,970.01686,155.643303,-0.177007,0.385089,-0.301536,0.00245,78.886626,-7.033046,100.556232
77.781845,971.204362,175.158738,-0.194876,0.402442,-0.297936,0.00245,78.853315,-6.968394,100.609173
66.861884,972.072021,186.954519,-0.207857,0.433835,-0.286651,0.002425,78.814568,-6.901677,100.666578
58.626159,958.925162,203.734469,-0.217326,0.471544,-0.274199,0.00245,78.767469,-6.832994,100.730824
54.904832,959.823696,219.673114,-0.218243,0.513593,-0.256179,0.00245,78.714792,-6.764683,100.801906
58.138116,970.563106,231.59116,-0.208926,0.580827,-0.228488,0.002425,78.660082,-6.699921,100.882506
54.843826,983.760527,251.730363,-0.189683,0.67255,-0.195523,0.00245,78.601191,-6.635625,100.978057
36.969253,979.753877,281.36915,-0.1738,0.729472,-0.168681,0.002475,78.53412,-6.567632,101.084252
20.070766,972.306825,311.516878,-0.15028,0.681042,-0.156824,0.002425,78.462493,-6.498447,101.183041
17.569546,980.826745,326.486022,-0.122026,0.526911,-0.158464,0.002475,78.393409,-6.432033,101.262452
35.505124,990.44332,326.360453,-0.098354,0.358192,-0.162114,0.00245,78.332038,-6.375975,101.317413
